GEO,REF_DATE,National Occupational Classification (NOC),VALUE
Newfoundland and Labrador,2020-11,Management occupations,26.4
Newfoundland and Labrador,2020-11,Middle management occupations in retail and wholesale trade and customer services,8.799999999999999
Newfoundland and Labrador,2020-11,"Middle management occupations in trades, transportation, production and utilities",6.4
Newfoundland and Labrador,2020-11,"Natural and applied sciences and related occupations, except management",28.8
Newfoundland and Labrador,2020-11,"Natural resources, agriculture and related production occupations, except management",16.9
Newfoundland and Labrador,2020-11,Nursing and allied health professionals,15.0
Newfoundland and Labrador,2020-11,"Occupations in art, culture and sport",0.5
Newfoundland and Labrador,2020-11,"Occupations in art, culture, recreation and sport, except management",6.199999999999999
Newfoundland and Labrador,2020-11,"Occupations in education, law and social, community and government services, except management",65.6
Newfoundland and Labrador,2020-11,Occupations in front-line public protection services,3.8
Newfoundland and Labrador,2020-11,"Occupations in manufacturing and utilities, except management",13.8
Newfoundland and Labrador,2020-11,Occupations in sales and services,14.6
Newfoundland and Labrador,2020-11,"Paraprofessional occupations in legal, social, community and education services",9.4
Newfoundland and Labrador,2020-11,Professional occupations in applied sciences (except engineering),4.7
Newfoundland and Labrador,2020-11,Professional occupations in art and culture,0.6
Newfoundland and Labrador,2020-11,Professional occupations in business,4.6
Newfoundland and Labrador,2020-11,Professional occupations in education services,22.2
Newfoundland and Labrador,2020-11,Professional occupations in engineering,6.4
Newfoundland and Labrador,2020-11,Professional occupations in finance,6.7
Newfoundland and Labrador,2020-11,Professional occupations in finance and business,12.0
Newfoundland and Labrador,2020-11,Professional occupations in government services,4.0
Newfoundland and Labrador,2020-11,Professional occupations in health,24.900000000000002
Newfoundland and Labrador,2020-11,Professional occupations in law,2.3
Newfoundland and Labrador,2020-11,"Professional occupations in law, education, social, community and government services",34.6
Newfoundland and Labrador,2020-11,Professional occupations in natural and applied sciences,14.3
Newfoundland and Labrador,2020-11,Professional occupations in natural sciences,2.8
Newfoundland and Labrador,2020-11,Professional occupations in social and community services,5.3
Newfoundland and Labrador,2020-11,Retail sales and service supervisors and specialized occupations in sales and services,10.1
Newfoundland and Labrador,2020-11,"Sales and service occupations, except management",109.6
Newfoundland and Labrador,2020-11,Sales and service representatives and other customer and personal services occupations,29.1
Newfoundland and Labrador,2020-11,Sales and service support occupations,56.0
Newfoundland and Labrador,2020-11,Specialized middle management occupations,9.6
Newfoundland and Labrador,2020-11,"Supervisors and occupations in natural resources, agriculture and related production",11.5
Newfoundland and Labrador,2020-11,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",2.6
Newfoundland and Labrador,2020-11,"Support occupations in art, culture and sport",1.7999999999999998
Newfoundland and Labrador,2020-11,"Technical occupations in art, culture and sport",1.9
Newfoundland and Labrador,2020-11,Technical occupations in health,9.6
Newfoundland and Labrador,2020-11,Technical occupations related to natural and applied sciences,14.0
Newfoundland and Labrador,2020-11,Technical trades and transportation officers and controllers,45.8
Newfoundland and Labrador,2020-11,Therapy and assessment professionals,2.9
Newfoundland and Labrador,2020-11,"Trades, transport and equipment operators and related occupations, except management",84.6
Newfoundland and Labrador,2020-11,"Workers and labourers in natural resources, agriculture and related production",5.4
Newfoundland and Labrador,2020-12,Administrative and financial supervisors and specialized administrative occupations,8.8
Newfoundland and Labrador,2020-12,Administrative and financial support and supply chain logistics occupations,16.7
Newfoundland and Labrador,2020-12,Administrative occupations and transportation logistics occupations,16.2
Newfoundland and Labrador,2020-12,Assisting occupations in education and in legal and public protection,4.4
Newfoundland and Labrador,2020-12,Assisting occupations in support of health services,13.6
Newfoundland and Labrador,2020-12,"Business, finance and administration occupations, except management",52.1
Newfoundland and Labrador,2020-12,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",14.6
Newfoundland and Labrador,2020-12,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",12.6
Newfoundland and Labrador,2020-12,General trades,19.6
Newfoundland and Labrador,2020-12,"Health occupations, except management",48.7
Newfoundland and Labrador,2020-12,Health treating and consultation services professionals,6.6
Newfoundland and Labrador,2020-12,"Helpers and labourers and other transport drivers, operators and labourers",13.1
Newfoundland and Labrador,2020-12,"Labourers in processing, manufacturing and utilities",3.0
Newfoundland and Labrador,2020-12,Legislative and senior management occupations,1.2999999999999998
Newfoundland and Labrador,2020-12,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",6.2
Newfoundland and Labrador,2020-12,"Mail and message distribution, other transport equipment operators and related maintenance workers",3.0
Newfoundland and Labrador,2020-12,Management occupations,26.7
Newfoundland and Labrador,2020-12,Middle management occupations in retail and wholesale trade and customer services,9.9
Newfoundland and Labrador,2020-12,"Middle management occupations in trades, transportation, production and utilities",5.6
Newfoundland and Labrador,2020-12,"Natural and applied sciences and related occupations, except management",28.2
Newfoundland and Labrador,2020-12,"Natural resources, agriculture and related production occupations, except management",16.700000000000003
Newfoundland and Labrador,2020-12,Nursing and allied health professionals,15.7
Newfoundland and Labrador,2020-12,"Occupations in art, culture and sport",0.5
Newfoundland and Labrador,2020-12,"Occupations in art, culture, recreation and sport, except management",6.0
Newfoundland and Labrador,2020-12,"Occupations in education, law and social, community and government services, except management",67.4
Newfoundland and Labrador,2020-12,Occupations in front-line public protection services,3.1
Newfoundland and Labrador,2020-12,"Occupations in manufacturing and utilities, except management",12.4
Newfoundland and Labrador,2020-12,Occupations in sales and services,14.8
Newfoundland and Labrador,2020-12,"Paraprofessional occupations in legal, social, community and education services",9.2
Newfoundland and Labrador,2020-12,Professional occupations in applied sciences (except engineering),4.4
Newfoundland and Labrador,2020-12,Professional occupations in art and culture,1.3
Newfoundland and Labrador,2020-12,Professional occupations in business,3.8
Newfoundland and Labrador,2020-12,Professional occupations in education services,21.8
Newfoundland and Labrador,2020-12,Professional occupations in engineering,6.6
Newfoundland and Labrador,2020-12,Professional occupations in finance,6.0
Newfoundland and Labrador,2020-12,Professional occupations in finance and business,10.4
Newfoundland and Labrador,2020-12,Professional occupations in government services,4.4
Newfoundland and Labrador,2020-12,Professional occupations in health,25.3
Newfoundland and Labrador,2020-12,Professional occupations in law,2.5
Newfoundland and Labrador,2020-12,"Professional occupations in law, education, social, community and government services",34.8
Newfoundland and Labrador,2020-12,Professional occupations in natural and applied sciences,14.2
Newfoundland and Labrador,2020-12,Professional occupations in natural sciences,2.5
Newfoundland and Labrador,2020-12,Professional occupations in social and community services,5.6
Newfoundland and Labrador,2020-12,Retail sales and service supervisors and specialized occupations in sales and services,11.8
Newfoundland and Labrador,2020-12,"Sales and service occupations, except management",112.8
Newfoundland and Labrador,2020-12,Sales and service representatives and other customer and personal services occupations,29.6
Newfoundland and Labrador,2020-12,Sales and service support occupations,56.8
Newfoundland and Labrador,2020-12,Specialized middle management occupations,9.0
Newfoundland and Labrador,2020-12,"Supervisors and occupations in natural resources, agriculture and related production",11.6
Newfoundland and Labrador,2020-12,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",2.3
Newfoundland and Labrador,2020-12,"Support occupations in art, culture and sport",1.6
Newfoundland and Labrador,2020-12,"Technical occupations in art, culture and sport",1.7000000000000002
Newfoundland and Labrador,2020-12,Technical occupations in health,9.8
Newfoundland and Labrador,2020-12,Technical occupations related to natural and applied sciences,13.7
Newfoundland and Labrador,2020-12,Technical trades and transportation officers and controllers,44.2
Newfoundland and Labrador,2020-12,Therapy and assessment professionals,2.4
Newfoundland and Labrador,2020-12,"Trades, transport and equipment operators and related occupations, except management",80.3
Newfoundland and Labrador,2020-12,"Workers and labourers in natural resources, agriculture and related production",5.0
Newfoundland and Labrador,2021-01,Administrative and financial supervisors and specialized administrative occupations,10.8
Newfoundland and Labrador,2021-01,Administrative and financial support and supply chain logistics occupations,15.8
Newfoundland and Labrador,2021-01,Administrative occupations and transportation logistics occupations,16.3
Newfoundland and Labrador,2021-01,Assisting occupations in education and in legal and public protection,5.6
Newfoundland and Labrador,2021-01,Assisting occupations in support of health services,14.6
Newfoundland and Labrador,2021-01,"Business, finance and administration occupations, except management",51.7
Newfoundland and Labrador,2021-01,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",15.2
Newfoundland and Labrador,2021-01,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",10.8
Newfoundland and Labrador,2021-01,General trades,17.0
Newfoundland and Labrador,2021-01,"Health occupations, except management",50.6
Newfoundland and Labrador,2021-01,Health treating and consultation services professionals,7.1
Newfoundland and Labrador,2021-01,"Helpers and labourers and other transport drivers, operators and labourers",10.6
Newfoundland and Labrador,2021-01,"Labourers in processing, manufacturing and utilities",2.6
Newfoundland and Labrador,2021-01,Legislative and senior management occupations,1.5
Newfoundland and Labrador,2021-01,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",5.8
Newfoundland and Labrador,2021-01,"Mail and message distribution, other transport equipment operators and related maintenance workers",4.1
Newfoundland and Labrador,2021-01,Management occupations,28.4
Newfoundland and Labrador,2021-01,Middle management occupations in retail and wholesale trade and customer services,10.2
Newfoundland and Labrador,2021-01,"Middle management occupations in trades, transportation, production and utilities",5.5
Newfoundland and Labrador,2021-01,"Natural and applied sciences and related occupations, except management",27.2
Newfoundland and Labrador,2021-01,"Natural resources, agriculture and related production occupations, except management",16.0
Newfoundland and Labrador,2021-01,Nursing and allied health professionals,15.6
Newfoundland and Labrador,2021-01,"Occupations in art, culture and sport",1.2999999999999998
Newfoundland and Labrador,2021-01,"Occupations in art, culture, recreation and sport, except management",6.3
Newfoundland and Labrador,2021-01,"Occupations in education, law and social, community and government services, except management",67.8
Newfoundland and Labrador,2021-01,Occupations in front-line public protection services,3.1
Newfoundland and Labrador,2021-01,"Occupations in manufacturing and utilities, except management",12.0
Newfoundland and Labrador,2021-01,Occupations in sales and services,13.6
Newfoundland and Labrador,2021-01,"Paraprofessional occupations in legal, social, community and education services",7.3
Newfoundland and Labrador,2021-01,Professional occupations in applied sciences (except engineering),4.800000000000001
Newfoundland and Labrador,2021-01,Professional occupations in art and culture,1.7
Newfoundland and Labrador,2021-01,Professional occupations in business,3.3
Newfoundland and Labrador,2021-01,Professional occupations in education services,22.8
Newfoundland and Labrador,2021-01,Professional occupations in engineering,6.5
Newfoundland and Labrador,2021-01,Professional occupations in finance,4.9
Newfoundland and Labrador,2021-01,Professional occupations in finance and business,8.4
Newfoundland and Labrador,2021-01,Professional occupations in government services,4.4
Newfoundland and Labrador,2021-01,Professional occupations in health,26.0
Newfoundland and Labrador,2021-01,Professional occupations in law,2.3
Newfoundland and Labrador,2021-01,"Professional occupations in law, education, social, community and government services",35.9
Newfoundland and Labrador,2021-01,Professional occupations in natural and applied sciences,14.0
Newfoundland and Labrador,2021-01,Professional occupations in natural sciences,1.6
Newfoundland and Labrador,2021-01,Professional occupations in social and community services,5.5
Newfoundland and Labrador,2021-01,Retail sales and service supervisors and specialized occupations in sales and services,11.9
Newfoundland and Labrador,2021-01,"Sales and service occupations, except management",109.8
Newfoundland and Labrador,2021-01,Sales and service representatives and other customer and personal services occupations,29.2
Newfoundland and Labrador,2021-01,Sales and service support occupations,55.1
Newfoundland and Labrador,2021-01,Specialized middle management occupations,10.6
Newfoundland and Labrador,2021-01,"Supervisors and occupations in natural resources, agriculture and related production",12.0
Newfoundland and Labrador,2021-01,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",2.3
Newfoundland and Labrador,2021-01,"Support occupations in art, culture and sport",1.9000000000000001
Newfoundland and Labrador,2021-01,"Technical occupations in art, culture and sport",1.4
Newfoundland and Labrador,2021-01,Technical occupations in health,9.9
Newfoundland and Labrador,2021-01,Technical occupations related to natural and applied sciences,13.1
Newfoundland and Labrador,2021-01,Technical trades and transportation officers and controllers,41.0
Newfoundland and Labrador,2021-01,Therapy and assessment professionals,2.3
Newfoundland and Labrador,2021-01,"Trades, transport and equipment operators and related occupations, except management",72.8
Newfoundland and Labrador,2021-01,"Workers and labourers in natural resources, agriculture and related production",4.0
Newfoundland and Labrador,2021-02,Administrative and financial supervisors and specialized administrative occupations,11.9
Newfoundland and Labrador,2021-02,Administrative and financial support and supply chain logistics occupations,14.8
Newfoundland and Labrador,2021-02,Administrative occupations and transportation logistics occupations,16.9
Newfoundland and Labrador,2021-02,Assisting occupations in education and in legal and public protection,5.5
Newfoundland and Labrador,2021-02,Assisting occupations in support of health services,15.8
Newfoundland and Labrador,2021-02,"Business, finance and administration occupations, except management",52.2
Newfoundland and Labrador,2021-02,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",14.1
Newfoundland and Labrador,2021-02,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",10.6
Newfoundland and Labrador,2021-02,General trades,13.7
Newfoundland and Labrador,2021-02,"Health occupations, except management",50.7
Newfoundland and Labrador,2021-02,Health treating and consultation services professionals,7.1000000000000005
Newfoundland and Labrador,2021-02,"Helpers and labourers and other transport drivers, operators and labourers",9.2
Newfoundland and Labrador,2021-02,"Labourers in processing, manufacturing and utilities",2.7
Newfoundland and Labrador,2021-02,Legislative and senior management occupations,1.2
Newfoundland and Labrador,2021-02,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",3.8
Newfoundland and Labrador,2021-02,"Mail and message distribution, other transport equipment operators and related maintenance workers",4.6
Newfoundland and Labrador,2021-02,Management occupations,28.299999999999997
Newfoundland and Labrador,2021-02,Middle management occupations in retail and wholesale trade and customer services,10.4
Newfoundland and Labrador,2021-02,"Middle management occupations in trades, transportation, production and utilities",5.1000000000000005
Newfoundland and Labrador,2021-02,"Natural and applied sciences and related occupations, except management",26.6
Newfoundland and Labrador,2021-02,"Natural resources, agriculture and related production occupations, except management",13.8
Newfoundland and Labrador,2021-02,Nursing and allied health professionals,14.2
Newfoundland and Labrador,2021-02,"Occupations in art, culture and sport",1.0
Newfoundland and Labrador,2021-02,"Occupations in art, culture, recreation and sport, except management",5.3
Newfoundland and Labrador,2021-02,"Occupations in education, law and social, community and government services, except management",65.2
Newfoundland and Labrador,2021-02,Occupations in front-line public protection services,3.0
Newfoundland and Labrador,2021-02,"Occupations in manufacturing and utilities, except management",10.8
Newfoundland and Labrador,2021-02,Occupations in sales and services,13.1
Newfoundland and Labrador,2021-02,"Paraprofessional occupations in legal, social, community and education services",7.2
Newfoundland and Labrador,2021-02,Professional occupations in applied sciences (except engineering),5.9
Newfoundland and Labrador,2021-02,Professional occupations in art and culture,2.0
Newfoundland and Labrador,2021-02,Professional occupations in business,3.7
Newfoundland and Labrador,2021-02,Professional occupations in education services,22.0
Newfoundland and Labrador,2021-02,Professional occupations in engineering,6.3
Newfoundland and Labrador,2021-02,Professional occupations in finance,4.1
Newfoundland and Labrador,2021-02,Professional occupations in finance and business,7.8
Newfoundland and Labrador,2021-02,Professional occupations in government services,4.3
Newfoundland and Labrador,2021-02,Professional occupations in health,24.1
Newfoundland and Labrador,2021-02,Professional occupations in law,1.8
Newfoundland and Labrador,2021-02,"Professional occupations in law, education, social, community and government services",34.8
Newfoundland and Labrador,2021-02,Professional occupations in natural and applied sciences,14.1
Newfoundland and Labrador,2021-02,Professional occupations in natural sciences,0.5
Newfoundland and Labrador,2021-02,Professional occupations in social and community services,5.699999999999999
Newfoundland and Labrador,2021-02,Retail sales and service supervisors and specialized occupations in sales and services,12.8
Newfoundland and Labrador,2021-02,"Sales and service occupations, except management",106.6
Newfoundland and Labrador,2021-02,Sales and service representatives and other customer and personal services occupations,28.4
Newfoundland and Labrador,2021-02,Sales and service support occupations,52.2
Newfoundland and Labrador,2021-02,Specialized middle management occupations,11.4
Newfoundland and Labrador,2021-02,"Supervisors and occupations in natural resources, agriculture and related production",10.6
Newfoundland and Labrador,2021-02,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",3.6
Newfoundland and Labrador,2021-02,"Support occupations in art, culture and sport",1.4
Newfoundland and Labrador,2021-02,"Technical occupations in art, culture and sport",1.1
Newfoundland and Labrador,2021-02,Technical occupations in health,10.8
Newfoundland and Labrador,2021-02,Technical occupations related to natural and applied sciences,12.5
Newfoundland and Labrador,2021-02,Technical trades and transportation officers and controllers,37.0
Newfoundland and Labrador,2021-02,Therapy and assessment professionals,1.9
Newfoundland and Labrador,2021-02,"Trades, transport and equipment operators and related occupations, except management",64.5
Newfoundland and Labrador,2021-02,"Workers and labourers in natural resources, agriculture and related production",2.7
Newfoundland and Labrador,2021-03,Administrative and financial supervisors and specialized administrative occupations,15.1
Newfoundland and Labrador,2021-03,Administrative and financial support and supply chain logistics occupations,14.4
Newfoundland and Labrador,2021-03,Administrative occupations and transportation logistics occupations,17.4
Newfoundland and Labrador,2021-03,Assisting occupations in education and in legal and public protection,5.6
Newfoundland and Labrador,2021-03,Assisting occupations in support of health services,17.2
Newfoundland and Labrador,2021-03,"Business, finance and administration occupations, except management",56.5
Newfoundland and Labrador,2021-03,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",13.2
Newfoundland and Labrador,2021-03,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",9.0
Newfoundland and Labrador,2021-03,General trades,13.2
Newfoundland and Labrador,2021-03,"Health occupations, except management",49.6
Newfoundland and Labrador,2021-03,Health treating and consultation services professionals,7.7
Newfoundland and Labrador,2021-03,"Helpers and labourers and other transport drivers, operators and labourers",8.7
Newfoundland and Labrador,2021-03,"Labourers in processing, manufacturing and utilities",2.7
Newfoundland and Labrador,2021-03,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",2.0
Newfoundland and Labrador,2021-03,"Mail and message distribution, other transport equipment operators and related maintenance workers",3.8
Newfoundland and Labrador,2021-03,Management occupations,29.6
Newfoundland and Labrador,2021-03,Middle management occupations in retail and wholesale trade and customer services,10.6
Newfoundland and Labrador,2021-03,"Middle management occupations in trades, transportation, production and utilities",6.0
Newfoundland and Labrador,2021-03,"Natural and applied sciences and related occupations, except management",25.4
Newfoundland and Labrador,2021-03,"Natural resources, agriculture and related production occupations, except management",12.9
Newfoundland and Labrador,2021-03,Nursing and allied health professionals,12.4
Newfoundland and Labrador,2021-03,"Occupations in art, culture and sport",0.5
Newfoundland and Labrador,2021-03,"Occupations in art, culture, recreation and sport, except management",5.1
Newfoundland and Labrador,2021-03,"Occupations in education, law and social, community and government services, except management",60.3
Newfoundland and Labrador,2021-03,Occupations in front-line public protection services,2.3
Newfoundland and Labrador,2021-03,"Occupations in manufacturing and utilities, except management",10.2
Newfoundland and Labrador,2021-03,Occupations in sales and services,12.9
Newfoundland and Labrador,2021-03,"Paraprofessional occupations in legal, social, community and education services",6.4
Newfoundland and Labrador,2021-03,Professional occupations in applied sciences (except engineering),7.1
Newfoundland and Labrador,2021-03,Professional occupations in art and culture,1.9
Newfoundland and Labrador,2021-03,Professional occupations in business,4.5
Newfoundland and Labrador,2021-03,Professional occupations in education services,21.2
Newfoundland and Labrador,2021-03,Professional occupations in engineering,5.6
Newfoundland and Labrador,2021-03,Professional occupations in finance,4.7
Newfoundland and Labrador,2021-03,Professional occupations in finance and business,9.2
Newfoundland and Labrador,2021-03,Professional occupations in government services,4.3
Newfoundland and Labrador,2021-03,Professional occupations in health,22.6
Newfoundland and Labrador,2021-03,Professional occupations in law,1.3
Newfoundland and Labrador,2021-03,"Professional occupations in law, education, social, community and government services",32.7
Newfoundland and Labrador,2021-03,Professional occupations in natural and applied sciences,14.2
Newfoundland and Labrador,2021-03,Professional occupations in social and community services,5.0
Newfoundland and Labrador,2021-03,Retail sales and service supervisors and specialized occupations in sales and services,13.2
Newfoundland and Labrador,2021-03,"Sales and service occupations, except management",105.6
Newfoundland and Labrador,2021-03,Sales and service representatives and other customer and personal services occupations,28.0
Newfoundland and Labrador,2021-03,Sales and service support occupations,51.6
Newfoundland and Labrador,2021-03,Specialized middle management occupations,12.2
Newfoundland and Labrador,2021-03,"Supervisors and occupations in natural resources, agriculture and related production",10.6
Newfoundland and Labrador,2021-03,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",4.300000000000001
Newfoundland and Labrador,2021-03,"Support occupations in art, culture and sport",1.2999999999999998
Newfoundland and Labrador,2021-03,"Technical occupations in art, culture and sport",1.1
Newfoundland and Labrador,2021-03,Technical occupations in health,9.8
Newfoundland and Labrador,2021-03,Technical occupations related to natural and applied sciences,11.2
Newfoundland and Labrador,2021-03,Technical trades and transportation officers and controllers,35.5
Newfoundland and Labrador,2021-03,Therapy and assessment professionals,1.5
Newfoundland and Labrador,2021-03,"Trades, transport and equipment operators and related occupations, except management",61.1
Newfoundland and Labrador,2021-03,"Workers and labourers in natural resources, agriculture and related production",1.9
Newfoundland and Labrador,2021-04,Administrative and financial supervisors and specialized administrative occupations,16.3
Newfoundland and Labrador,2021-04,Administrative and financial support and supply chain logistics occupations,15.3
Newfoundland and Labrador,2021-04,Administrative occupations and transportation logistics occupations,17.6
Newfoundland and Labrador,2021-04,Assisting occupations in education and in legal and public protection,5.1
Newfoundland and Labrador,2021-04,Assisting occupations in support of health services,15.5
Newfoundland and Labrador,2021-04,"Business, finance and administration occupations, except management",60.4
Newfoundland and Labrador,2021-04,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",12.3
Newfoundland and Labrador,2021-04,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",7.9
Newfoundland and Labrador,2021-04,General trades,13.6
Newfoundland and Labrador,2021-04,"Health occupations, except management",46.1
Newfoundland and Labrador,2021-04,Health treating and consultation services professionals,6.7
Newfoundland and Labrador,2021-04,"Helpers and labourers and other transport drivers, operators and labourers",7.5
Newfoundland and Labrador,2021-04,"Labourers in processing, manufacturing and utilities",4.1000000000000005
Newfoundland and Labrador,2021-04,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",1.8
Newfoundland and Labrador,2021-04,"Mail and message distribution, other transport equipment operators and related maintenance workers",2.5
Newfoundland and Labrador,2021-04,Management occupations,28.3
Newfoundland and Labrador,2021-04,Middle management occupations in retail and wholesale trade and customer services,10.6
Newfoundland and Labrador,2021-04,"Middle management occupations in trades, transportation, production and utilities",5.300000000000001
Newfoundland and Labrador,2021-04,"Natural and applied sciences and related occupations, except management",24.900000000000002
Newfoundland and Labrador,2021-04,"Natural resources, agriculture and related production occupations, except management",13.8
Newfoundland and Labrador,2021-04,Nursing and allied health professionals,11.4
Newfoundland and Labrador,2021-04,"Occupations in art, culture and sport",1.0
Newfoundland and Labrador,2021-04,"Occupations in art, culture, recreation and sport, except management",4.3
Newfoundland and Labrador,2021-04,"Occupations in education, law and social, community and government services, except management",57.6
Newfoundland and Labrador,2021-04,Occupations in front-line public protection services,1.4
Newfoundland and Labrador,2021-04,"Occupations in manufacturing and utilities, except management",12.3
Newfoundland and Labrador,2021-04,Occupations in sales and services,13.0
Newfoundland and Labrador,2021-04,"Paraprofessional occupations in legal, social, community and education services",6.3
Newfoundland and Labrador,2021-04,Professional occupations in applied sciences (except engineering),8.1
Newfoundland and Labrador,2021-04,Professional occupations in art and culture,1.5
Newfoundland and Labrador,2021-04,Professional occupations in business,5.1
Newfoundland and Labrador,2021-04,Professional occupations in education services,21.4
Newfoundland and Labrador,2021-04,Professional occupations in engineering,5.0
Newfoundland and Labrador,2021-04,Professional occupations in finance,5.199999999999999
Newfoundland and Labrador,2021-04,Professional occupations in finance and business,10.3
Newfoundland and Labrador,2021-04,Professional occupations in government services,4.6
Newfoundland and Labrador,2021-04,Professional occupations in health,20.5
Newfoundland and Labrador,2021-04,Professional occupations in law,0.8
Newfoundland and Labrador,2021-04,"Professional occupations in law, education, social, community and government services",32.1
Newfoundland and Labrador,2021-04,Professional occupations in natural and applied sciences,14.6
Newfoundland and Labrador,2021-04,Professional occupations in social and community services,3.5
Newfoundland and Labrador,2021-04,Retail sales and service supervisors and specialized occupations in sales and services,14.6
Newfoundland and Labrador,2021-04,"Sales and service occupations, except management",108.8
Newfoundland and Labrador,2021-04,Sales and service representatives and other customer and personal services occupations,28.7
Newfoundland and Labrador,2021-04,Sales and service support occupations,52.4
Newfoundland and Labrador,2021-04,Specialized middle management occupations,12.0
Newfoundland and Labrador,2021-04,"Supervisors and occupations in natural resources, agriculture and related production",10.7
Newfoundland and Labrador,2021-04,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",5.6
Newfoundland and Labrador,2021-04,"Technical occupations in art, culture and sport",0.6
Newfoundland and Labrador,2021-04,Technical occupations in health,10.2
Newfoundland and Labrador,2021-04,Technical occupations related to natural and applied sciences,10.3
Newfoundland and Labrador,2021-04,Technical trades and transportation officers and controllers,35.9
Newfoundland and Labrador,2021-04,Therapy and assessment professionals,1.5
Newfoundland and Labrador,2021-04,"Trades, transport and equipment operators and related occupations, except management",60.3
Newfoundland and Labrador,2021-04,"Workers and labourers in natural resources, agriculture and related production",2.4
Newfoundland and Labrador,2021-05,Administrative and financial supervisors and specialized administrative occupations,17.4
Newfoundland and Labrador,2021-05,Administrative and financial support and supply chain logistics occupations,16.0
Newfoundland and Labrador,2021-05,Administrative occupations and transportation logistics occupations,16.5
Newfoundland and Labrador,2021-05,Assisting occupations in education and in legal and public protection,3.6
Newfoundland and Labrador,2021-05,Assisting occupations in support of health services,13.6
Newfoundland and Labrador,2021-05,"Business, finance and administration occupations, except management",61.9
Newfoundland and Labrador,2021-05,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",12.6
Newfoundland and Labrador,2021-05,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",8.7
Newfoundland and Labrador,2021-05,General trades,15.4
Newfoundland and Labrador,2021-05,"Health occupations, except management",45.2
Newfoundland and Labrador,2021-05,Health treating and consultation services professionals,6.4
Newfoundland and Labrador,2021-05,"Helpers and labourers and other transport drivers, operators and labourers",7.7
Newfoundland and Labrador,2021-05,"Labourers in processing, manufacturing and utilities",5.4
Newfoundland and Labrador,2021-05,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",3.0
Newfoundland and Labrador,2021-05,"Mail and message distribution, other transport equipment operators and related maintenance workers",2.0999999999999996
Newfoundland and Labrador,2021-05,Management occupations,29.2
Newfoundland and Labrador,2021-05,Middle management occupations in retail and wholesale trade and customer services,10.6
Newfoundland and Labrador,2021-05,"Middle management occupations in trades, transportation, production and utilities",5.1000000000000005
Newfoundland and Labrador,2021-05,"Natural and applied sciences and related occupations, except management",26.2
Newfoundland and Labrador,2021-05,"Natural resources, agriculture and related production occupations, except management",18.1
Newfoundland and Labrador,2021-05,Nursing and allied health professionals,12.2
Newfoundland and Labrador,2021-05,"Occupations in art, culture and sport",1.4
Newfoundland and Labrador,2021-05,"Occupations in art, culture, recreation and sport, except management",5.3
Newfoundland and Labrador,2021-05,"Occupations in education, law and social, community and government services, except management",57.0
Newfoundland and Labrador,2021-05,Occupations in front-line public protection services,0.6
Newfoundland and Labrador,2021-05,"Occupations in manufacturing and utilities, except management",15.4
Newfoundland and Labrador,2021-05,Occupations in sales and services,13.9
Newfoundland and Labrador,2021-05,"Paraprofessional occupations in legal, social, community and education services",7.4
Newfoundland and Labrador,2021-05,Professional occupations in applied sciences (except engineering),8.9
Newfoundland and Labrador,2021-05,Professional occupations in art and culture,1.1
Newfoundland and Labrador,2021-05,Professional occupations in business,5.699999999999999
Newfoundland and Labrador,2021-05,Professional occupations in education services,22.0
Newfoundland and Labrador,2021-05,Professional occupations in engineering,5.0
Newfoundland and Labrador,2021-05,Professional occupations in finance,5.9
Newfoundland and Labrador,2021-05,Professional occupations in finance and business,11.6
Newfoundland and Labrador,2021-05,Professional occupations in government services,4.3
Newfoundland and Labrador,2021-05,Professional occupations in health,20.8
Newfoundland and Labrador,2021-05,Professional occupations in law,0.7
Newfoundland and Labrador,2021-05,"Professional occupations in law, education, social, community and government services",31.8
Newfoundland and Labrador,2021-05,Professional occupations in natural and applied sciences,15.4
Newfoundland and Labrador,2021-05,Professional occupations in social and community services,3.1
