GEO,REF_DATE,National Occupational Classification (NOC),VALUE
Alberta,2019-08,Professional occupations in social and community services,38.699999999999996
Alberta,2019-08,Retail sales and service supervisors and specialized occupations in sales and services,168.70000000000002
Alberta,2019-08,"Sales and service occupations, except management",1066.1
Alberta,2019-08,Sales and service representatives and other customer and personal services occupations,292.3
Alberta,2019-08,Sales and service support occupations,445.9
Alberta,2019-08,Specialized middle management occupations,108.5
Alberta,2019-08,"Supervisors and occupations in natural resources, agriculture and related production",85.6
Alberta,2019-08,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",61.800000000000004
Alberta,2019-08,"Support occupations in art, culture and sport",29.700000000000003
Alberta,2019-08,"Technical occupations in art, culture and sport",20.9
Alberta,2019-08,Technical occupations in health,83.5
Alberta,2019-08,Technical occupations related to natural and applied sciences,146.1
Alberta,2019-08,Technical trades and transportation officers and controllers,456.29999999999995
Alberta,2019-08,Therapy and assessment professionals,29.2
Alberta,2019-08,"Trades, transport and equipment operators and related occupations, except management",862.2
Alberta,2019-08,"Workers and labourers in natural resources, agriculture and related production",112.7
Alberta,2019-09,Administrative and financial supervisors and specialized administrative occupations,169.0
Alberta,2019-09,Administrative and financial support and supply chain logistics occupations,213.7
Alberta,2019-09,Administrative occupations and transportation logistics occupations,171.70000000000002
Alberta,2019-09,Assisting occupations in education and in legal and public protection,28.9
Alberta,2019-09,Assisting occupations in support of health services,89.3
Alberta,2019-09,"Business, finance and administration occupations, except management",751.2
Alberta,2019-09,"Care providers and public protection support occupations and student monitors, crossing guards and related occupations",28.7
Alberta,2019-09,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services",101.0
Alberta,2019-09,General trades,243.0
Alberta,2019-09,"Health occupations, except management",351.4
Alberta,2019-09,Health treating and consultation services professionals,45.9
Alberta,2019-09,"Helpers and labourers and other transport drivers, operators and labourers",128.2
Alberta,2019-09,"Labourers in processing, manufacturing and utilities",21.8
Alberta,2019-09,Legislative and senior management occupations,7.7
Alberta,2019-09,"Machine operators, assemblers and inspectors in processing, manufacturing and printing",77.7
Alberta,2019-09,"Mail and message distribution, other transport equipment operators and related maintenance workers",35.4
Alberta,2019-09,Management occupations,392.1
Alberta,2019-09,Middle management occupations in retail and wholesale trade and customer services,104.2
Alberta,2019-09,"Middle management occupations in trades, transportation, production and utilities",162.9
Alberta,2019-09,"Natural and applied sciences and related occupations, except management",357.3
Alberta,2019-09,"Natural resources, agriculture and related production occupations, except management",200.2
Alberta,2019-09,Nursing and allied health professionals,101.9
Alberta,2019-09,"Occupations in art, culture and sport",19.3
Alberta,2019-09,"Occupations in art, culture, recreation and sport, except management",96.4
Alberta,2019-09,"Occupations in education, law and social, community and government services, except management",430.8
Alberta,2019-09,Occupations in front-line public protection services,27.4
Alberta,2019-09,"Occupations in manufacturing and utilities, except management",163.0
Alberta,2019-09,Occupations in sales and services,149.3
Alberta,2019-09,"Paraprofessional occupations in legal, social, community and education services",67.4
Alberta,2019-09,Professional occupations in applied sciences (except engineering),99.3
Alberta,2019-09,Professional occupations in art and culture,18.4
Alberta,2019-09,Professional occupations in business,82.0
Alberta,2019-09,Professional occupations in education services,143.4
Alberta,2019-09,Professional occupations in engineering,76.0
Alberta,2019-09,Professional occupations in finance,107.8
Alberta,2019-09,Professional occupations in finance and business,195.8
Alberta,2019-09,Professional occupations in government services,41.5
Alberta,2019-09,Professional occupations in health,176.1
Alberta,2019-09,Professional occupations in law,34.5
Alberta,2019-09,"Professional occupations in law, education, social, community and government services",266.0
Alberta,2019-09,Professional occupations in natural and applied sciences,209.9
Alberta,2019-09,Professional occupations in natural sciences,25.6
Alberta,2019-09,Professional occupations in social and community services,37.0
Alberta,2019-09,Retail sales and service supervisors and specialized occupations in sales and services,167.4
Alberta,2019-09,"Sales and service occupations, except management",1049.1
Alberta,2019-09,Sales and service representatives and other customer and personal services occupations,296.2
Alberta,2019-09,Sales and service support occupations,435.0
Alberta,2019-09,Specialized middle management occupations,112.5
Alberta,2019-09,"Supervisors and occupations in natural resources, agriculture and related production",87.4
Alberta,2019-09,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors",59.3
Alberta,2019-09,"Support occupations in art, culture and sport",28.7
Alberta,2019-09,"Technical occupations in art, culture and sport",23.0
Alberta,2019-09,Technical occupations in health,82.0
Alberta,2019-09,Technical occupations related to natural and applied sciences,146.8
Alberta,2019-09,Technical trades and transportation officers and controllers,453.8
Alberta,2019-09,Therapy and assessment professionals,27.3
Alberta,2019-09,"Trades, transport and equipment operators and related occupations, except management",864.6
Alberta,2019-09,"Workers and labourers in natural resources, agriculture and related production",112.6
Alberta,2019-10,Administrative and financial supervisors and specialized administrative occupations,167.6
Alberta,2019-10,Administrative and financial support and supply chain logistics occupations,206.9
Alberta,2019-10,Administrative occupations and transportation logistics occupations,170.9
Alberta,2019-10,Assisting occupations in education and in legal and public protection,31.0
